Innovative Film City  ,Bangalore,Karnataka,India,"
"," The Innovative Film City in Bengaluru is an Indian theme park located at Bidadi, just 40 kilometres away on the outskirts of the city, on the way to Mysore. One of the most popular tourist attractions in Bangalore, the place covers almost 58 acres of land. Whether you like to shop, eat, simply walk and explore or experience your childhood again; there is something unique that the Film City has to offer you. ","The Innovative Film City is broadly divided into three parts and is large enough for you to spend at least half of your day here- to walk around and enjoy all that the city has to offer. Step into the Innovative Attractions to enjoy amusement park rides and museums and enjoy the countless sections, such as Wild West Wind and Cartoon City; and the Innovative Studio to witness the world of movies and glamour. Visit the Innovative Style in between to enjoy shopping and gorge on cuisines from all around the world. A high-quality amalgamation of different themes, the Innovative Film City beckon to both: kids as well as grownups. So make sure that you visit this attraction with your family or friends when you visit Bangalore. ",Null,4-5 hours,10:00 AM - 7:00 PM  INR 600 per person before 3:00 PM and INR 400 per person after 3:00 PM
"ISKCON Temple, Bangalore  ",Bangalore,Karnataka,India,"
"," Located in Rajajinagar area of Bangalore, ISKCON Temple is a revered shrine dedicated to Lord Krishna. The temple under the guidance of Madhu Pandit Dasa and was inaugurated in the year 1997 by Shankar Dayal Sharma. Apart from a religious shrine, ISKCON temple is a cultural complex accommodating dedicated deities of Sri Sri Radha Krishnachandra, Sri Sri Krishna Balarama, Sri Sri Nitai Gauranga, Sri Srinivasa Govinda and Sri Prahlada Narasimha. ","ISKCON Temple is known for its activities of engagement involving ardent devotees of Lord Krishna. The temple enrols members for life and arranges programs in their community centres for Krishna consciousness and awareness of the Lord. The temple community also organises songs and recitals admiring and praying to Krishna in public processions. Lectures and prayer services are regularly conducted here as well. In addition, the ISKCON temple community conducts a wide variety of activities directed towards rediscovering spirituality on an individual level as well as creating a spirit of harmony in the community. ",Null,2 - 3 hours,"Darshan Timings: 4:15AM - 5:00 AM, 7:15AM - 1:00 PM and 4:00 PM - 8:30 PM  Free"
Jawaharlal Nehru Planetarium  ,Bangalore,Karnataka,India,"
"," Jawaharlal Nehru Planetarium in Bangalore is a popular attraction site in the city, administered by the Bangalore Association for Science Education (BASE). The entire establishment is meant for the science enthusiasts with an aim to impart knowledge of scientific aspects of earth and space in a fun and exciting way. From how stars form to how planets evolve, from the origin of life to human's space expeditions, from how gravity works to how eclipses happen - the planetarium tells it all. The Sky Theatre is its main attraction, but there are other exciting setups as well which is fun to experience as well as gives an overall idea about a number of scientific phenomena. ","People, especially kids, from around the city visit this place as well as tourists who are in Bangalore for some days. Mainly it facilitates the educational institutes which can bring their students here for an academic excursion with prior booking. The children get to learn things outside the classrooms and also enjoy a day out with friends. The place is a fascinating hub of knowledge but not in a preachy, textbook manner; but rather in a much more intriguing and practical way which explains the concepts much better than simple words on a piece of paper. ",Null,Null,"10:00 AM - 5:30 PM (closed on Mondays, second Tuesdays, local and national holidays)   Adults: INR 60School students/Children (up to 16 years): INR 35 (Children below 3 years is not allowed into the Sky Theatre)"
Lal Bagh  ,Bangalore,Karnataka,India,"
"," Lalbagh Botanical Garden is located in Bangalore and is nationally and internationally renowned centre for botanical artwork, scientific study of plants and also conservation of plants. A haven for all nature lovers, Lal Bagh covers an area 240 acres in the heart of the city and has nearly 1,854 species of plants. It was commissioned by Hyder Ali in 1760 and completed by his son Tipu Sultan. The garden features rare plants of French, Persian and Afghani origin and has attained the status of a Government Botanical Garden. The Lal Bagh Rock which is over 3000 million years old is found here and is a major tourist attraction.  ","This botanical garden, a delight for photographers, also consists of the famous glass house where an annual flower show is held every year and is also a home to an aquarium and a lake. Tipu Sultan brought in imported trees and plants from countries all over the world and planted them here and today, Lalbagh Botanical Garden has one of the world's largest collection of rare plants. In addition to being rich in foliage, this garden also houses a number of birds such as Myna, Parakeets, Crows, Brahminy Kite, Pond Heron, Common Egret and Purple Moor Hen. ",Null,3 hours,6:00 AM - 7:00 PM  Adults: INR 25 (After 8:00 AM) Children below 12 Years: FreeCamera: INR 60
,Data Not available,Null,Null
Lumbini Gardens  ,Bangalore,Karnataka,India,"
"," Lumbini Gardens is a public park on the banks of the Nagawara Lake in Bangalore, Karnataka named after Lumbini of Nepal. It is dedicated to Lord Budhha. Although the garden is mainly a national park, it is a treat to the eyes with its serene landscapes and lots of greenery. ","Located near the Nagwara lake, the Lumbini garden is one of its kind garden attraction of Banglore. The garden garners plenty of visitors every day of the week. The beautiful, serene environment of the lake hosts the visitors with mesmerising view and activities that people come to enjoy with their loved ones. The Lumbini Gardens is a very beautiful kid's park and has a boating club which the visitors enjoy very much. Apart from all these the garden has beautiful fountains and a stretch of 1.5 km to walk through with a view of the lake and gorgeous greenery on the other side. The garden also houses some beautiful statues and a host of rare plants. At night, the garden is illuminated with various lights which is a pleasure to see. And guess what? That's not all! The Lumbini garden is also known for the food stalls and famous eateries nearby. Undoubtedly, Lumbini garden has made its place among the crowd's favourite weekend destinations. ",Null,Null,11:00 AM - 7:00 PM  Adults and Kids (above 3 years of age): INR 50. Kids (below 3 years): Free Wave Pool: INR 200
Maha Bodhi Society Temple  ,Bangalore,Karnataka,India,"
"," A recent addition to the temples of Bengaluru, this one houses a library with a sprawling collection of texts and books on Buddhism and is constantly the hub of a number of spiritual retreats and lectures. ",The setup conducts teachings on Dharma and meditation retreat on specific days of the month. ,Null,Null,Null
"MG Road, Bangalore  ",Bangalore,Karnataka,India,"
"," One of the busiest roads in Bangalore, MG Road or Mahatma Gandhi Road is a hub of recreational and commercial activity in the city. Swarming with people at almost all the time, MG Road is a one-stop destination for a perfect weekend shopping adventure. Items such as traditional handicrafts, silk, sarees and cutlery and bone china sets are easily available here among other enticing goods. And once you get tired of shopping and are looking for a quick bite to eat, a plethora of cafes and restaurants here are at your service. Nights at MG Road call for partying and dancing till you drop and it packs quite a few high-end pubs as well. One of the most popular shopping and entertainment hubs of Bangalore, MG Road is a must visit when you're in the city. ","It was known as South Parade during the pre-independence era but was renamed as Mahatma Gandhi Road or MG Road on 26th February 1948. Today, MG Road is best known for its amazing shopping experience, restaurants, cafes and food outlets offering delectable delicacies. With its own metro station now since 2011, MG Road runs east from Trinity Circle at one end towards Anil Kumble Circle at the other end. Once flocked with old buildings, today the avenue is all about fancy glass buildings mixed with an old vibe exhibited by few old-time structures. Take a stroll on the street and enjoy the bright atmosphere at MG Road!<br/> ",Null,2-3 hours,Null
,Data Not available,Null,Null
"Shiva Temple, Bangalore  ",Bangalore,Karnataka,India,"
"," This temple is considered as one of the most beautiful shiva temples around the country. The beautiful statues of Lord Shiva and Lord Ganapathi are a major attraction for all the devotees visiting the temple. The temple is known for its well-maintenance and regular festivities being organised for the devotees for them to indulge in the worship of Lord Shiva, who is considered as one of the major gods in Southern India. ","Marked by a 65ft tall figurine of Lord Shiva carved in white marble, and placed in an artificial pool of water symbolising Lord Shiva's natural habitat, this place is a beautiful pilgrimage centre for all the devotees of Lord Shiva. Lord Ganapathi is also worshipped in the premise of the temple and regular aarti and chanting of mantras are done by the priests. ",Null,1-2 hours,Null
St. Mary's Basilica Bangalore  ,Bangalore,Karnataka,India,"
"," St. Mary's Basilica is the oldest church in Bangalore and is the only church in the state that has been elevated to the status of a minor basilica. It is famous for the festivities it holds during the St. Mary's Feast, in September each year, an event which attracts a large number of devotees from in and around Bangalore. It is a marvellous sight to behold with its towering façade, glass windows and the loving statues of Mother Mary. It is a generous throwback to the colonial era of Indian history and restores the traditional faith of Christianity till date with elaborate feasts, masses done in different languages and the annual celebration of Mother Mary's nativity day. ","St. Mary's Basilica is a spacious gothic-style Church built in the form of a cross, designed by a French architect. It is 172 feet long and 50 feet broad. The imposing and magnificent tower forming the facade of the Church is 160 feet in height. A beautiful statue of Mother Mary holding Child Jesus in her arms, 6 feet in height, is set up in an attractive shrine just outside the Church building. <br/><br/>Every day, Our Mother Mary is draped in a saree, which is the typical dress of an Indian lady. It is said that in 1875, when the new Church was built, people tried to remove this statue to install it on a prominent altar inside the Church, but they failed in their effort since the statue remained immovable. This strange happening is considered to date a sign of Our Lady's miraculous power. The Main Feast of the Church is celebrated with all grandeur on the 8th of September, the Feast day of the Nativity of Blessed Virgin Mary, every year. This feast is considered one of utmost importance by the people, in the whole of the Archdiocese and the state of Karnataka. ",Null,Null,6:00 AM - 8:00 PM  No entry fee
,Data Not available,Null,Null
Tipu Sultan's Summer Palace  ,Bangalore,Karnataka,India,"
"," Located at the juncture of Albert Victor Road and Krishna Rajendra, is the magnificent accommodation of the valiant ruler of Mysore- Tipu Sultan. The palace is located in the Bangalore Fort which is situated in old Bangalore in the south-west Indian state of Karnataka. An exquisite example of Indo- Islamic architecture, the opulent palace was once used as a summer retreat by the king and was often referred to as the 'Abode of Happiness' and 'Rash e Jannat' meaning 'Envy of Heaven'. Amongst one of the most noteworthy creations of the ancient times, the palace boasts of ornamental frescoes, magnificent arches, protruding balconies and brilliant motifs. One can take a good leisurely stroll across the balconies before entering the palace. One is bound to get a glimpse into the royal lifestyle of Tipu Sultan as they explore the palace. ","The construction of the fort started during the reign of Hyder Ali and was completed in 1791, during the rule of Tipu Sultan. Among the several unique aspects of the two-storeyed palace are its huge wooden pillars, glorifying brackets and its all- around idyllic and placid setting. After the death of Tipu Sultan, the British used the monument for its Secretariat until about 1868, before moving to Attara Kacheri. Blessed with lush green gardens, flowering shrubs and sparkling fountains, the palace is an attractive tourist site and a slice of solitude in the heart of the city. Lately, a small part of the fort has also been converted into a museum showcasing various events of the life and times of Tipu Sultan. Once tourists enter the fort, they are bound to feel like they have entered a different place and a different era altogether. The palace has a serene vibe that will make one feel at peace the moment they walk in.  ",Null,1-2 hours,Monday - Saturday: 10:00 AM - 6:00 PMSunday: 8:30 AM - 5:00 PM  Indians- INR 15 Foreigners- INR 200
UB City Mall  ,Bangalore,Karnataka,India,"
"," Located in the CBD (Central Business District), this luxury mall is the one stop destination for all your high-end needs. Assimilation of four towers as a whole, the mall is spread in a mind-boggling area of 13 acres. The place takes care of all your exclusive needs, whether it is shopping at some high-end store, or dining, or even taking a Spa after a hectic day of work, this place has it all. ","The place is home to all the luxury beauty and fashion brands from all around the globe, where Louis Vuitton, Estee Lauder, Rolex, Burberry and Canali are to name a few. The place covers all your needs, ranging from accessories, clothes, bags, shoes of exclusive jewellery by renowned brands from the world. Various events are also timely organised for all the visitors to experience the best of everything.<br/><br/>
<figure class=""image align-center""><img class=""lazyMiddle"" data-original=""https://www.holidify.com/images/cmsuploads/compressed/UB_City_20190301104001.jpg"" height=""478"" src=""/res/images/patt.png"" width=""700""/>
<figcaption>Source: <a href=""https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B0:UB_City.jpg"" rel=""nofollow"">Wikipedia Commons</a></figcaption>
</figure> ",Null,Null,"Store Timings: 11:00 AM - 8:00 PM, Restaurants on Weekdays: 11:00 AM - 11:30 PM, Restaurants on Friday-Saturday: 11:00 AM - 01:00 AM  Free"
Ulsoor Lake  ,Bangalore,Karnataka,India,"
"," One of the largest lakes in Bangalore, the Ulsoor Lake is a magnanimous lake that is sprawled over an area of 50 hectares. Ulsoor lake was built by Sir Lewin Bentham Bowring, who was Bangalore's commissioner at that time. Dotted with a number of islands all along, the natural beauty of this destination is enhanced by the lush greenery that surrounds the lake. Owing to its natural beauty and calming environment, the Ulsoor Lake is frequented by picnickers and nature lovers alike. Ulsoor Lake is also an important venue for the celebrations of Ganesh Chaturthi, some time during August and September every year. ","Ulsoor Lake has an abundance of activities that can be pursued here. Sit back and relax the tranquil ambience of this place, or whip out your cameras and click a few shots of the endemic birds that call this destination their home. One of the most popular activities in Ulsoor Lake is boating, which is a fantastic way to understand the landscape and revel in the charm of this destination. A weekend picnic complete with homemade snacks and a game of badminton is a must when you visit Ulsoor Lake! ",Null,Null,6:00 AM – 8:00 PM; Wednesday closed  No entry fee
"
					Bangalore
				", Karnataka ,"
							India ",,Data Not available,Null,Null,Null
Vidhana Soudha  ,Bangalore,Karnataka,India,"
"," Described by Pandit Jawaharlal Nehru as 'a temple dedicated to the nation', Vidhana Soudha houses the State Legislature and the Secretariat of Karnataka and is one of the most popular attractions in the lively and colourful city of Bengaluru. It also proudly boasts the title of being the largest state legislative building in the country. With four entrances in all four directions and four floors above the ground level and one below it, we surely don't doubt the title. Popularly known as the 'Taj Mahal of South India', it is counted as one of the most magnificent buildings in the city and is sure to impress the onlooker with its sophisticated poise and glorified grandiose. The entire monument is illuminated on Sundays and public holidays and is a sight for sore eyes. ",,Null,Null,10:00 AM - 5:30 PM (Closed on weekends and public holidays)  No entry fee
Wonder La Water Park  ,Bangalore,Karnataka,India,"
"," Wonderla is said to be the best amusement park in the city (and also one of the best in the country), and attracts all those looking for a rush of adrenaline. While it is most famous for the high-thrill dry rides, it also features some relaxed, fun rides, hence providing something for every visitor. ","Situated on the outskirts of Bangalore on the Mysore road, Wonderla is a great amusement + water park, featuring over 60 rides. It's quite popular for its collection of ""High-thrill rides"", one of the main talking points of the park. It also features a newly constructed, India's first ""reverse looping roller coaster"" - a coaster which you do in both directions, once straight and once in reverse order. The water park is fantastic as well, with a variety of slides ranging from thrilling to the leisurely. ",Null,4-5 hours,"Mon, Tue, Wed, Thu, Fri: 11:00 AM - 6:00 PM; Sat, Sun: 11:00 AM - 7:00 PM  Weekdays - Adults INR 923 + 18% GST, Children INR 740 + 18% GST, Senior Citizens (60-69) INR  690 + 18% GST, Senior Citizens (above 70) INR 460 + 18% GST, Defence INR. 740 + 18% GST;  Weekends - INR 1182 + 18% GST / INR 945 + 18% GST / INR  885 + 18% GST / INR  590 + 18% GST/ INR 945 + 18% respectively"
"
					Bangalore
				", Karnataka ,"
							India ",,Data Not available,Null,Null,Null
Biharinath Hill  ,Bankura,West Bengal,India,"
"," The tallest hill in this region, Biharinath hill is situated 57 km away from Bankura town. This hill was an ancient center of Jainism and the place is known for its beautiful surroundings. ",,Null,Null,Null
Bishnupur  ,Bankura,West Bengal,India,"
"," Just 34 km off Bankura, lies the town of Bishnupur which is famous for terracotta temples and baluchari sarees. It draws people from world over for its architecture, music and handicrafts. ",It is also popular for classical music dalmadal and paintings. There are around 16 terracota temples in this town all from the Malla times. ,Null,Null,Null
Gokul Chand Temple  ,Bankura,West Bengal,India,"
"," Located only a few kilometer from the terracotta temples of Bishnupur, Gokulchand Temple is the grandest of the few Bengal stone temples. ","The 64 feet high five pinnacled temple surrounded by a high wall, giving the impression of a fort rather than a temple. ",Null,Null,Null
Hadal-Narayanpur  ,Bankura,West Bengal,India,"
"," Located on the banks of the Bodai River, the twin-villages of Hadal-Narayanpur is famous for the Mandal family terracotta temples that comprise of Barataraf, Mejotaraf and the Chhototaraf temples. ",Barataraf also has a huge Rasmancha popularly used to stage Ras-Leela or plays based on Vishnu's life. Mejotaraf and the Chhototaraf are studded with terracotta panels with representations of Vishnu in the Anantashayan posture. ,Null,Null,Null
Jhilimili  ,Bankura,West Bengal,India,"
"," Jhilmili is a mesmerising natural beauty located in Khatra subdivision of the district of Bankura in West Bengal. Also known as the 'Darjeeling of South Bengal', Jhilimili is exactly located at the border of Purulia, Bankura and Midnapur and just 70 km away from the Bankura town. Literally translating to sparkle or twinkle in the Bengali language, the area has dense lush forests that possess breathtaking beauty. The place is situated on a hillock and amidst thick, dense forests of varying heights. The forest cover is so thick in some places that even sunlight has a hard time making its way through the labyrinth of vegetation.  ","The Kangsabati flows right through this forest and its banks are a perfect spot to have a picnic. Moreover, the soil here is micaceous, which adds to the beauty of the place. The watch tower here offers an amazing view of the surroundings, including that of the descending elephants from the Dalma Hill during winters. The quiet banter of gently flowing breeze combined with the charming beauty of this land is only elevated to another dimension by the scintillating waters of Kangsabati river. Jhilimili has a serene and peaceful climate, which makes it a perfect gateway for city dwellers in search of some peace from their hectic schedule. Visit this destination to capture nature in its more pristine form. <br/><br/> ",Null,Null,Null
Joyrambati  ,Bankura,West Bengal,India,"
"," A tourist village located in Bankura district, Joyrambati is famous as it was the birthplace of Sree Sarada Devi who is worshipped as the Holy Mother by the followers of Sri Ramakrishna. ",,Null,Null,Null
Mukutmanipur  ,Bankura,West Bengal,India,"
"," Located at the confluence of the Kangsabati and Kumari rivers, Mukutmonipur is famous for its earthen dam which is the 2nd largest such dam in India. ","Famous for its tranquil natural beauty, Mukutmonipur is a quaint serene place. ",Null,Null,Null
"
					Places To Visit In Bankura
				", West Bengal ,"
							India ",,Data Not available,Null,Null
Susunia Hill  ,Bankura,West Bengal,India,"
"," Located 21 km away from Bankura town, this is a very important tourist spot here. This hill is famous for its natural Spring and Silalipi. One can also trek around this place. ",,Null,Null,Null
Ananthapura Temple  ,Bekal,Kerala,India,"
", Ananthapura Temple is the only lake temple open to all visitors. ,,Null,Null,Null
Bekal Fort  ,Bekal,Kerala,India,"
"," Built almost 300 years ago, Bekal Fort is considered as one of the largest and most preserved forts in Kerala. Nestled in the lap of nature, Bekal Fort is a historic fort surrounded by a beautiful beach offering an enchanting view of Arabian Sea from its high observation tower where once the cannons were placed. The beautiful walkway, illuminated beach and the grand architecture of the Bekal Fort make this place a favourite among the masses. The fort was featured in the popular A R Rahman song ' Tu hi re'. ","The Bekal fort is a keyhole-shaped lofty structure that stands still against the rocky shores of sea amusing its visitors with its finesse. The whole purpose of erecting this structure by Shivappa Nayaka of Bednore in the year 1650 was pure of defence. The location has been a witness to an uninterrupted history with changing several seats of power from Indian royal dynasties to the rule of refined Sultans and surviving the colonial era of British Raj. It is the largest fort in Kerala, spread over an area of 40 acres. Located in the Bekal Village of Kasaragod District of Kerala, Bekal Fort was declared as the special tourism area by the Government of India in the year 1992. <br/><br/>Located at a distance of 65 kilometres from Mangalore City, Bekal Fort has various unusual features. One of the most important among these is the water tank with its flight of steps. The fort also has a tunnel, opening towards the south and a magazine for keeping ammunition with broad steps that lead towards the Observation tower. This Observation Tower is an extremely famous spot here due to the stunning view it offers of the nearby towns of Kanhangad, Pallikkara, Bekal, Kottikkulam and Uduma. The ease of accessibility, golden shore and the stunning view or the Arabian Sea makes this place a huge hit among the travellers. ",Null,2-3 hours,8:00 AM - 5:30 PM  INR 15
Bekal Beach  ,Bekal,Kerala,India,"
"," Bekal Fort Beach is a splendid seashore in the district of Kasaragod in God's Own Country, Kerala, India. The beach expands over an area of 36 acres and is well known for being the location of Bekal Fort and for being maintained well. The dense palm trees, the splendid sea, the golden sand and the grand walls of the fort together form the picturesque location. Tourists from all over the world visit the beach for its beauty and serenity. One may take a nice long relaxing stroll across the beach or just enjoy the sunset in the sand. Bekal beach is a perfect destination for a day-long picnic. Tourists can enter the Bekal Fort and explore the interiors of the fort. The view of the beach from the top of the fort is a breathtaking view. Other than the fort, tourists can also explore the rock garden which is situated only a kilometre away from the beach. ","Bekal beach is not a virgin beach but it not always crowded like several other commercial beaches in India. The garden is the best place to spend time with friends and family. One may enjoy camel rides, horse rides, local snacks etc. on the beach. There is also a children's play area where they can spend time. The beautiful beach and the attractions nearby are managed under the Social Forestry Scheme. More trees have been planted by the beach under the same scheme to enhance the beauty of the location. The coastline is lined by a walkway which allows visitors to explore the coast and get the best panoramic view of the site. The beach is also illuminated after sunset to allow visitors to continue spending time after dark. ",Null,1-2 hours,Null
Chandragiri fort  ,Bekal,Kerala,India,"
"," Built in the 17th century by Sivappa Nayak of Bedanore, the Chandragiri fort lies in the Kasaragod District of north Kerala, the southern state of India. Now only a remnant of its original majestic form and protected under State Archaeology Department, the fort once used to be a powerful stronghold of the kingdom. Full of artistic and historical significance, this place is visited by locals as well as tourists for the breathtaking view of the estuarine that Payaswini river forms with the Arabian Sea. Flanked by coconuts and mangroves on both sides, it offers a magnificent sight to behold. If visited during the afternoon, one can witness a stunning view of the sunset as well from the Kizhur State Temple. ","The fort has a colourful past, being the stronghold of the bedanore Naiks of South India against all other hostile forces during the 17th century. It has also seen the rule of the Mysore Sultan Hyder Ali, and then witnessed the British Colonialism like every other fort in India, intact or otherwise. The fort regained its roots in Kerala only after independence.<br/><br/>The Chandragiri fort does not have much to see but offers a much-needed silence for those who seek it. The grim and quiet corners of the mighty fort speak of its own turbulent history and let you soak in its glory. The sunset from atop is nothing short of a perfect frame for a photographer who wants to capture the unembellished beauty of nature. <br/><br/>The Chandragiri Boat Club nearby offers boat trips to the nearby islands and palm groves, and on some of the islands you can get down and camp. The local fishermen will accompany you in the boat rides, so you will get to know the unabridged stories of the locales, and any interesting story, legend or folklore about the fort, if there is any. If you want a lazy and unconventional way to spend a free evening while on the trip near Bekal or Kasaragod, the Chandragiri fort is your best bet. ",Null,Null,"8:00 AM - 5:30 PM  Indians and SAARC Nationals: INR 5,Foreigners: INR 100"
Hosdurg Beach  ,Bekal,Kerala,India,"
"," Hosdurg Beach, rich in flora and fauna is a perfect place to explore with family and friends. One will find Casuarina orchards populating the beach. ",Nesting turtles crawling onto the shores to lay their eggs is a sight to behold. There are several little cottages dotting the beach where you can crash at night. ,Null,Null,Null
Kappil Beach  ,Bekal,Kerala,India,"
"," Kappil beach is a dazzling beach located about 15 kilometres from Kasaragod, in God's own country, the South Indian State of Kerala. This bewitching beach is one of the few in India which still has an expansive area of golden sand and clear blue waters of the Arabian Sea explored by many travel enthusiasts but not exploited as yet. So, if you wish to go to a place which has everything you wanted from the sun, the sand, the clear sea lined by lush green coconut trees, this is the place to be. The picturesque location of the beach is sure to mesmerize you. Laze on the sand, enjoy a drink or read a book. Whatever you do, you are bound to make memories that will be unforgettable for the rest of your life. ","Kappil Beach has a long sandy stretch which is apt for taking strolls across the coastline. It is just about 5 kilometres from the Bekal Fort. A portion of the beach serves as an exclusive beach for the guests at Taj Bekal Resort and Spa in Kerala. Tourists spend days basking in the sun as they relax in the sand. The sea usually has strong currents, so you may want to stay out of the waters. The enrapturing beach is a perfect location to watch sunsets and the changing shades of the evening sky. This is one of those places that hasn't been commercialised making it an ideal place for a picnic or to spend a day or two in quiet solitude. ",Null,Null,Null
Malik Deena Mosque  ,Bekal,Kerala,India,"
", Malik Deena Mosque with typical Malabar style of architecture was built by Malik Ibn Deenar. The place is a must visit especially during the Uroos festival which is celebrated with great fervor. ,,Null,Null,Null
Nileswaram  ,Bekal,Kerala,India,"
", Nileswaram is a cultural centre where the Department of Archeology runs the traditional knowledge centre. The place is adjoining the backwaters and deltas offering a magnificent view to its visitors. ,,Null,Null,Null
Nityanandashram Caves  ,Bekal,Kerala,India,"
"," Nityanandashram Caves are a set of 45 caves containing the panchaloha sculpture of Swami Nityananda, which are definitely worth a visit. ",,Null,Null,Null
The Bekal Hole Aqua Park  ,Bekal,Kerala,India,"
", The Bekal Hole Aqua Park is an adventure park which offers various forms of water rides to its visitors. ,,Null,Null,Null
Valiyaparamba Backwaters  ,Bekal,Kerala,India,"
", Valiyaparamba Backwaters serves as a major fishing centre in the region. This stretch of backwater is one of most scenic in Kerala. ,,Null,Null,Null
Abhaya Anjaneya Temple  ,Bhadrachalam,Telangana,India,"
"," Dedicated to Lord Hanuman, this relatively recent addition to the list of religious centers in the town is one of the most visited temples, by both tourists and locals. ","The structure is sprawling, well mainained and occupies much festivity, color and rush on Tuesdays. The higlight of the temple are said to be the sculptures here, which are though crafted by cement, appear as though made of wood, adding beauty to the entire temple. ",Null,Null,All days of the week- 6:00 AM-7:30 PM
Bhadrachla Rama Temple  ,Bhadrachalam,Telangana,India,"
"," A popular temple in the area, houses several smaller temples inside of various gods and goddesses. Also visit the museum inside which has on display jewellery of Ramadas and many more items. ",,Null,Null,All days of th week 5:30AM-12:00PM and 4:00 PM-8:00PM
City Shopping  ,Bhadrachalam,Telangana,India,"
"," Though a small town, Bhadrachalam is frequently visited by regional as well as international tourists. Shopping in Bhadrachalam is a heaven for people who like unique cultural offerings. You can shop for idols, religious books, paintings and other related souvenirs around various temples and tourist spots. ","Bhadrachalam doesn't offer the convenience of shopping all year-round. Reason being that the town has visitors mainly for its temples. Therefore, it is only during festivals that the devotees and other visitors come to this town. Hence, if you plan on doing some serious shopping, it is advised to plan your trip during the festive season, which is mainly during the month of December. ",Null,Null,Null
Papi kondalu Hills  ,Bhadrachalam,Telangana,India,"
", Take this steamboat ride through River Godavari amidst these small and modest hills interspersed with waterfalls for one of the most picture-perfect and enjoyable experiences of Bhadrachalam. ,"Breakfast, Tea, Lunch and Evening snacks are also served on the boat though one can take their own water and snacks too. On your way, you may also see the quiet Perantallapally and the Sriramagiri temple. Check the openings and timings, especially if you are travelling during summer months, since the boatride is closed down in case of increased water levels. ",Null,Null,Null
Parnasala  ,Bhadrachalam,Telangana,India,"
"," Parnasala is a significant and wonderful sightseeing destination of Bhadrachalam. Parnasala is a popular village located in the Khammam district of Telangana, India. It is situated from the 32km away from Bhadrachalam. It has an elevation of about 55 mts.  ","Parnasala holds an important value in the history. Parnasala is a significant village located in the Khammam district of Telangana, India. It is situated from the 32km away from Bhadrachalam. It has an elevation of about 55 mts. At the end of elevation river Godavari flows and one can even find the footprint of Lord Rama. A small hut which consists of the beautifully painted sculptures of Lord Rama, sita and lakshman. It was believed that in the 14th years of exile Lord Rama, his wife and brother Lakshman had stayed in this village. The place is also known as Shoka Rama as it depicts the sorrow mood of the Rama in his life. ",Null,2-3 hours,Null
Sabari  ,Bhadrachalam,Telangana,India,"
"," Dhammakka, also known as Sabari was a tribal woman and a great devotee of Lord Rama. Overwhelmed with the amount of devotion she had for him, Rama granted her salvation. Hence, Sabari took the form of a River, which later joined the River Godavari before falling into the sea. ","The Sabari River flowing in the Telangana state is one of the major tributaries of river Godavari. Originating from the western slopes of the Eastern Ghats in Odisha state from the Sinkaram hill ranges at 1370m, it forms a common boundary between Chattisgarh and Odisha and later enters into Telangana to merge with River Godavari. ",Null,Null,Null
Sri Sitaramachandra Swamy Temple  ,Bhadrachalam,Telangana,India,"
"," An elaborate dedication to Lord Vishnu, this temple depicts all incarnations of Vishnu in its intricate wall carvings. Also found in the temple are some idols that one does not see every day. ","Find an enthralling idol of Lord Rama with a bow and a counch, depicting both Lord Vishnu and Lord Rama at the same time. Another rare sight here is the idol of Lord Ram and Goddess Sita, where Goddess Sita is sitting on his lap. The temple is a centre of much festivity, color and celeberation during the festival of Sreeramanavami in the months of March-April, which leaves the temple crowded with a huge number of devotees. ",Null,Null,All days of th week 6:00AM-7:30PM
,Data Not available,Null,Null
,Data Not available,Null,Null
,Data Not available,Null,Null
,Data Not available,Null,Null
Outdoor activities  ,Bhalukpong,Arunachal Pradesh,India,"
", Trekking is gaining immense popularity with the tourists. White water rafting is now fully functional. Hiking in this quite and serene area has a tranquilizing effect on the body. ,,Null,Null,Null
Pakhui Wildlife Sanctuary  ,Bhalukpong,Arunachal Pradesh,India,"
", This royal sanctuary plays home to the royal bengal tiger and many more varieties of flora and fauna. At least 40 mammal species occur in Pakke Tiger Reserve. ,"Tiger, leopard, clouded Leopard, jungle cat, wild dog Jackal, Himalayan Black Bear, Binturong, Elephant, Gaur, Samber, Hog deer, Barking Deer, Wilboar, Yellow throated martin and so so many more animal species can be found here. Nearly 300 species of birds call this reserve their home too. It is aslso known as the Pakke Tiger Reserve as the sanctuary aims at preserving and protecting the Royal Bengal Tiger. ",Null,Null,Null
Sessa Orchid Sanctuary  ,Bhalukpong,Arunachal Pradesh,India,"
", The 100 sq. km area of lush greenery and colourful orchids is a sight you can never forget. There are various varieties of orchids growing in this centre. They are of different colours and sizes and leave all tourists amazed. ,"Also known as the Tipi Orchidarium, the reserve has over 2600 cultivated orchids of 80 different species. ",Null,Null,Null
